-6.021147015331437258e-01 -5.349020108839669385e-01
-1.703674591938576066e+00 -1.346242361018741285e+00
1.861678729394803389e+00 1.918760114190687593e+00
1.328986706780172500e-01 3.938119656522872658e-01
1.576163657401176976e-01 -9.735998665409213021e-03
-2.266073270343563983e+00 -2.151171609511155047e+00
-1.549273490976298628e+00 -1.611924461227463468e+00
7.938109861544684343e-01 9.110239179384321817e-01
9.117788914382467524e-01 2.411424062967363557e+00
-2.540498867064513999e-01 -3.762669444245603234e-01
1.266406582576940221e-01 -4.541187423028807402e-01
3.720176834505969365e-01 1.032390929021569592e+00
-1.655344493794766170e-01 -1.829450667842498213e-01
5.381581101973514913e-01 2.178939436709491639e-01
-6.353173217353861313e-01 -8.381596093015064586e-01
-3.504868667553787120e-01 3.232270187243990178e-01
1.063026365794509376e+00 1.178614926114936567e+00
-1.463973292953256289e+00 -1.143898983608894193e+00
2.655781691735281114e-01 8.617191038664556713e-01
-4.120397877458997771e-01 -1.108532374086098171e+00
-7.919590073999658308e-01 -1.102657360647705032e+00
-2.007533429730306018e+00 -5.528138456925327793e-01
7.495111582860231048e-02 1.432227267909876589e-01
7.876417504476399545e-01 1.823879306017147650e+00
8.044361399012598390e-01 1.148482127461074143e+00
-1.239864552488926241e+00 -5.858078940980963045e-01
1.192518475182812177e+00 1.053444753627756469e+00
-3.221481291470439379e-01 -4.197278197985149922e-02
-7.682958987402693785e-01 -8.000771924111436117e-01
1.007841915419866563e+00 1.280286247313805248e+00
1.226381539458894609e+00 1.079487895268576247e+00
-1.302244394880683609e-01 -2.747200061780675773e-01
1.415670464715139021e+00 1.647437784036534403e+00
-1.391266442298569217e+00 -1.753939110928258049e+00
-1.619575447740797092e+00 -1.679415530494909659e+00
-9.666737651209339477e-01 -8.896736997735930075e-01
-5.755622911734561420e-01 -5.241567121262462603e-01
2.621787803937100647e-01 7.484412293488350576e-01
-2.159663879685287391e-01 -3.492577748348441591e-01
-5.228500470883341578e-01 -4.429348549803219237e-01
8.704023999136230316e-02 4.176376112855391121e-01
1.317358937338368507e+00 1.730721516063074006e+00
3.701070782198395137e-01 6.105415854859016500e-01
-1.408360527949183982e-01 -3.065286113332350570e-01
-5.241175833936558837e-01 -6.635691194319389696e-01
3.668896166289610239e-01 1.329449571488177662e-01
-8.368275464938927655e-02 6.092702944903398699e-01
-6.845247152712471417e-01 -1.562189540171568858e+00
3.283534376486158535e-01 4.453853509646065190e-01
1.656352272878351073e+00 1.343195327986244747e+00
3.796144585485082268e-01 7.796957534622432906e-01
5.857923957632594769e-01 4.993356524790170670e-01
6.458626929374746695e-01 2.072655564275361836e-02
1.834766747150810229e+00 1.590896065580994057e+00
8.620698890114054658e-01 5.238690362751392549e-01
-8.072921669051663640e-02 4.746805989116986702e-01
1.238670881554601477e+00 1.762900077503660068e+00
-1.209300763624226782e+00 -2.074082774877698654e+00
-4.951396559180312740e-01 -3.176471045937835358e-01
1.154461385587739031e+00 4.593138699929620317e-01
-1.082851335866014952e-01 -5.847345594044124351e-01
-4.871801544022142383e-01 -2.761567003282393018e-01
5.381760261813034463e-02 4.720811866409908575e-01
2.428265272378159201e-01 2.880075594762105951e-01
-8.553261280278000589e-01 -7.138194692376503836e-01
-1.050576338608175259e-01 8.268513259916612235e-01
7.791750223556004329e-01 1.318781131200043255e+00
-9.293171367112702530e-01 -1.286068149137415406e-01
4.693793608550643759e-01 2.193650132430665922e-01
-1.685291856935430543e-01 -9.064399059935887570e-02
-1.524632138103473866e-01 -5.171475157084822610e-02
1.023825511203522831e+00 9.942854779361927076e-01
7.576886235932992486e-01 1.484435951166083623e+00
-9.501056954616576844e-01 -7.264640917501909989e-01
-9.434242775887173860e-01 -7.409147144710610533e-01
-1.391262993435532724e+00 -1.255446927099733712e+00
4.927903981467784966e-01 1.295350944712588381e+00
-6.595842882947727803e-01 -3.688791842210609184e-01
-5.330775090930024024e-02 1.247693831615190180e-01
-1.041683676005807024e+00 -7.697818885334023475e-01
-8.725270059337254525e-01 -1.661086621307837019e+00
9.226705209396466323e-01 1.412305504312104887e+00
-1.780377324823758212e+00 -9.751272763156844103e-01
